district,year,gdp_100m_cny,source_url,source_title,retrieved_date
上海市,2025,56708.71,https://tjj.sh.gov.cn/tjgb/20260330/e0772941e8e041eaaad2df850b44ef98.html,2025年上海市国民经济和社会发展统计公报,2026-08-13
