accounting_control,district,control_name,control_type,control_employment,control_area_m2,jrc_nres_volume_m3,poi_business_finance,poi_industry_logistics,poi_education_research,poi_retail_hospitality,poi_health_public,poi_other_economic,area_cell_equivalents,centroid_x,centroid_y,log1p_jrc_nres_volume_total,log1p_poi_business_finance_total,log1p_poi_industry_logistics_total,log1p_poi_education_research_total,log1p_poi_retail_hospitality_total,log1p_poi_health_public_total,log1p_poi_other_economic_total,spatial_holdout_fold,geographic_holdout_prediction,full_fit_prediction
310107021000,普陀区,真如镇街道,street,26000,5966550.280968289,5743712.451295243,0.7749391794204712,2.690625250339508,1.3054605722427368,20.03857268512249,4.3474514865875244,2.9359061789512637,596.6550280968289,346727.00316438696,3459264.9401057838,15.563616501852874,0.5737661572250892,1.3057958882347838,0.8352804709103807,3.0463575474088196,1.6766200897663754,1.3701411422573486,2,51932.624413626516,45945.242501776615
310107022000,普陀区,万里街道,street,43000,3096395.0145165413,758193.1718978197,0.0,0.0,0.6632887721061707,9.922595324516296,0.0,2.123083419799805,309.63950145165416,347852.37600074697,3460669.4404147216,13.538694795273841,0.0,0.0,0.5087968304195192,2.3908336091586593,0.0,1.1388207893754512,2,29921.56077086558,22862.131981351667
310107102000,普陀区,长征镇,town,112000,7599882.61601226,10701305.38239686,4.38937135219574,1.5011038970947266,1.476993043422699,61.616011874318126,2.162401795387268,8.039596855044365,759.988261601226,345007.96584009146,3457164.0769875403,16.185876383792326,1.6844287458731482,0.9167321932536301,0.9070453420344451,4.137021026139642,1.1513318007295186,2.2016145777287353,0,90068.23252903996,99390.03467135235
310107103000,普陀区,桃浦镇,town,65000,19158070.902940225,7170050.603719357,3.416585702896118,2.245999336242676,0.843838632106781,11.032940521240235,0.0,1.5394777846336365,1915.8070902940224,344037.0570879121,3462065.4915578314,15.785423409721362,1.485366932176352,1.1774232646076823,0.6118496116017236,2.487647932473663,0.0,0.9319584632916362,2,62707.52550728671,59750.35677782054
310109009000,虹口区,欧阳路街道,street,21300,1665664.5416178633,377451.7913406566,0.0,1.1800063848495483,1.9860150277614594,17.53214267311096,0.7277357578277588,2.488226947784424,166.56645416178634,355783.10979033395,3460953.5687764906,12.841200783799815,0.0,0.7793278056267767,1.093939731844274,2.9195066662680738,0.5468117407649754,1.2493935692352454,1,23287.07228926719,26269.243350886172
310109010000,虹口区,曲阳路街道,street,46159,3054207.4548050226,1660496.576400921,1.9276084685325623,0.5593931078910828,1.753281700015068,26.26691743505001,0.5947927832603455,1.7745359027385712,305.42074548050226,355897.2625525067,3462422.0500627216,14.322627860238054,1.0741858673943112,0.44429671216516714,1.0127935456677752,3.3056741517827755,0.46674381134574067,1.0204834909554814,3,47990.312524329165,49076.369470577374
310109011000,虹口区,广中路街道,street,33773,2878681.3982042843,149492.31585400013,1.1855378150939941,1.2633004188537598,3.027702510356903,26.921887380599976,1.5547680252790452,3.007236797809601,287.86813982042844,354315.17461530754,3461228.2097443873,11.915006960806668,0.7818619378912829,0.8168241103168228,1.3931961167060554,3.329410875201112,0.937961427079398,1.3881019259422458,2,35461.10856510923,29113.188052822785
310109014000,虹口区,嘉兴路街道,street,40429,2613628.679962773,774832.6865052232,3.8475124216079712,0.77,3.630553424358368,42.721962306141855,0.0,4.990918250083923,261.36286799627726,356578.8687375628,3459979.598008433,13.56040368724825,1.5784656706085338,0.5709795465857378,1.5326763910539891,3.7778505457901677,0.0,1.7902446975544937,1,53485.76266002283,54031.15792567813
310109016000,虹口区,凉城新村街道,street,23538,3237080.752076871,626220.478127865,0.85,0.5558951497077942,1.2872034311294556,8.557839390277863,0.585212230682373,0.5577318668365479,323.7080752076871,353898.6241624861,3462926.922378707,13.347459386436455,0.6151856390902335,0.442051038979203,0.8273298621688829,2.2573616963192253,0.4607182978496552,0.4432308317623718,2,32581.836607753252,28500.92689329711
310109017000,虹口区,四川北路街道,street,51996,1786382.596755658,488642.4618338295,3.761611484885216,2.996030271053314,0.8878090977668762,53.88702369618416,4.5957589745521545,6.522538959980011,178.6382596755658,355284.1118566442,3459530.142402017,13.099388385617772,1.5605861581939342,1.3853014360962816,0.6354169491400631,4.005276958030719,1.722008984852091,2.017903708635273,0,49706.717942406416,49401.89570857353
310109018000,虹口区,北外滩街道,street,133468,3921199.460621523,3617618.2148382557,11.997911548018456,2.4068030309677124,2.2933296939730643,112.97701995790004,2.639064610004425,12.250894263982772,392.11994606215234,356835.2267614366,3458620.3836682164,15.101326691979533,2.564788694403492,1.2257743239661214,1.1918991180221485,4.7359968487579875,1.2917266733513364,2.5840650417761157,1,117066.37415080312,112281.70789400235
310109019000,虹口区,江湾镇街道,street,29170,4209077.197465294,1518384.6966920386,0.0,0.0,1.546309072971344,10.89271258020401,1.4804031014442445,0.0,420.9077197465294,354704.8559271733,3464502.8887605863,14.23315828680663,0.0,0.0,0.9346448882785088,2.4759258243130806,0.9084210878734864,0.0,2,40082.347820081966,31131.541959349222
310110001000,杨浦区,定海路街道,street,30849,6204378.68825168,4485369.957646016,0.5632002949714661,0.0,2.6704258918762207,14.27433198273182,1.3063960075378418,2.31,620.4378688251679,362223.0222565592,3461676.4809930655,15.316331760789588,0.44673519100356535,0.0,1.3003077021663239,2.726173771383308,0.8356861363042416,1.1969481893889715,1,37482.65238781959,40105.7148852899
310110006000,杨浦区,平凉路街道,street,49638,3183291.094987361,1776953.122560664,6.098891074538231,1.1416299939155579,0.7312799692153931,14.449274018287658,0.0,6.948991878032684,318.3291094987361,359164.81729597884,3459063.244854645,14.390411289448796,1.9599385851641031,0.7615672185030129,0.5488610015418156,2.7375620131321368,0.0,2.0730451128308216,0,44404.13882333876,45695.29957181113
310110008000,杨浦区,江浦路街道,street,44382,2314861.980020919,857713.6778424369,0.7629286646842957,0.77,0.6189721822738647,24.79800144982338,3.2005307269096375,3.8093739628791807,231.4861980020919,358281.47621295706,3460430.4662852203,13.66202677985813,0.5669764401378293,0.5709795465857378,0.48179149250580033,3.250297025742004,1.4352108808560355,1.5705669223994294,0,30502.753976014246,32031.12712140899
