accounting_stratum_id,control_name,core_plus_base_zone_employment,selected_2020_support_area_km2,selected_support_employment_inside_50min,official_reported_planning_area_km2,reported_area_morphology_employment_inside_50min,reported_area_morphology_delta_employment,official_planning_source,conservative_lower_employment_inside,conservative_upper_employment_inside,planning_shape_is_not_official_census_geometry,source_geometry_redistributed
310115501000,中国（上海）自由贸易试验区（保税片区）,49617,22.97572364836535,0.0,17.11,0.0,0.0,https://www.pudong.gov.cn/zwgk/qt-bsqglj/2024/200/328852.html,0.0,49617.0,True,False
310115502000,金桥经济技术开发区,67600,19.475692467276037,23875.178053878666,29.38,28476.240628869182,4601.062574990516,https://www.pudong.gov.cn/zwgk/006003002/2022/302/257742.html,0.0,67600.0,True,False
310115503000,张江高科技园区,156179,18.30313339122193,155922.94808704368,28.26,155882.1156243083,-40.8324627353868,https://www.pudong.gov.cn/zwgk/14482.gkml_ywl_sthjgl/2025/171/341785.html,0.0,156179.0,True,False
